Credit Policy,Purpose,Interest Rate,Installments,Log Annual Income,Annual Income,Debt to Income Ratio,FICO Score,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,Purpose Credit Card,Purpose Debt Consolidation,Purpose Educational,Purpose Home Improvement,Purpose Major Purchase,Purpose Small Business
1,Debt Consolidation,0.1322,676.02,11.26446411,78000.00034,0.0065,727,1699,5142,0.272,0,0,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.1253,127.18,10.51856508,36996.00009,0.1236,732,3750,168,0.56,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1284,215.16,10.1266311,24999.9999,0.1507,702,2430,4072,0.238,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1632,439.66,10.66886237,42996.00012,0.125,667,1470,7722,0.821,2,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.1284,672.36,10.6454249,42000.00011,0.0149,752,3900,1954,0.064,5,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1253,133.87,11.31442574,81995.99963,0.2091,702,4590,36462,0.81,1,0,0,0,0,1,0,0,0,0
1,Educational,0.1253,602.4,11.58988651,108000.0004,0.1167,727,8220,14191,0.612,1,0,0,0,0,0,1,0,0,0
1,All Other,0.0737,111.77,10.694079,44094.0001,0.1238,772,2010,1060,0.086,2,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.08,188.02,10.57131693,39000.00019,0.0665,752,2880,4487,0.111,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1189,281.9,10.71441777,45000.00006,0.1704,732,3720,14439,0.322,1,0,0,0,0,1,0,0,0,0
1,All Other,0.1189,50.58,11.5002049,98735.99994,0.0812,677,3360,36192,0.846,0,0,0,1,0,0,0,0,0,0
1,All Other,0.1284,168.09,10.97002421,58106.00013,0.0023,767,3630,11,0.001,0,0,0,1,0,0,0,0,0,0
1,Debt Consolidation,0.1221,333.15,10.46310334,34999.99998,0.0953,717,3540,9985,0.523,0,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.1379,272.61,12.06155541,173087.9992,0.0244,687,5377,14324,0.534,2,0,0,0,0,0,0,1,0,0
1,Major Purchase,0.1442,51.58,10.93596004,56160.00007,0.1985,672,4320,15198,0.84,0,0,0,0,0,0,0,0,1,0
1,All Other,0.0963,481.42,10.77895629,48000.00001,0.1257,712,8160,10,0.001,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1663,141,11.47210347,95999.99996,0.1846,682,11490,39502,0.876,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1284,504.27,10.91508846,54999.99977,0.1499,712,6630,9483,0.578,0,0,0,0,0,1,0,0,0,0
1,All Other,0.0963,304.9,10.91508846,54999.99977,0.0916,747,7050,28962,0.669,0,0,0,0,0,0,0,0,0,0
1,All Other,0.0768,124.77,10.49957302,36299.99999,0.0093,742,1920,1410,0.671,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1442,110.03,10.57131693,39000.00019,0.0382,687,1860,6039,0.281,2,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.16,421.89,10.81985828,50003.99994,0.1133,662,2730,11660,0.67,2,0,0,0,0,1,0,0,0,0
1,All Other,0.1189,497.46,11.77528973,130000.0001,0.0731,747,3150,9642,0.3,0,0,0,0,0,0,0,0,0,0
1,All Other,0.08,31.34,10.1266311,24999.9999,0.0926,742,1980,3106,0.314,0,0,0,0,0,0,0,0,0,0
1,All Other,0.08,175.49,11.22524339,74999.99981,0.1331,782,5490,0,0,1,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1221,399.78,11.00209984,59999.99993,0.1732,727,3990,19817,0.614,2,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1221,326.49,11.17043516,71000.00028,0.1048,722,6390,9630,0.366,0,0,1,0,1,0,0,0,0,0
1,All Other,0.1411,246.45,10.66886237,42996.00012,0.1362,702,3450,1621,0.405,1,0,0,0,0,0,0,0,0,0
1,All Other,0.1189,212.25,11.00209984,59999.99993,0.0162,797,9121,3391,0.062,2,0,0,0,0,0,0,0,0,0
1,All Other,0.08,188.02,11.28978191,79999.99971,0.0775,757,3060,12454,0.298,0,0,0,0,0,0,0,0,0,0
1,Small Business,0.1221,116.61,11.12732181,68004.00027,0.1782,727,6720,53059,0.899,3,0,0,0,0,0,0,0,0,1
1,Debt Consolidation,0.1474,345.37,11.73610102,125004.0005,0.0934,677,5762,12403,0.398,2,1,0,0,0,1,0,0,0,0
1,All Other,0.0768,155.96,10.37349118,31999.99994,0.15,782,3485,695,0.082,0,0,0,0,0,0,0,0,0,0
1,Small Business,0.1221,273.19,10.4341158,33999.99988,0.0872,732,3480,6383,0.487,1,0,0,0,0,0,0,0,0,1
1,All Other,0.1392,109.24,11.1844214,72000.00014,0.022,677,5550,2596,0.125,3,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1284,252.14,10.46321762,35004.00001,0.2136,707,3420,10638,0.618,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1474,41.45,9.814656339,18300,0.0256,687,1470,1716,0.715,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1379,85.19,10.15812977,25799.99998,0.1493,677,5430,1838,0.735,0,0,0,0,0,0,0,0,0,0
1,Home Improvement,0.0932,319.47,12.01971897,165995.9999,0.1502,752,12033,56153,0.443,1,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1316,287.05,10.37349118,31999.99994,0.039,697,2251,9172,0.447,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1316,202.63,11.15625052,69999.99993,0.2391,692,2130,22713,0.431,1,0,0,0,0,1,0,0,0,0
1,All Other,0.1284,33.62,10.08580911,24000.00002,0.2435,687,3480,2533,0.384,0,0,1,0,0,0,0,0,0,0
1,Small Business,0.0932,95.85,10.08580911,24000.00002,0.0095,762,6544,1870,0.055,0,0,0,0,0,0,0,0,0,1
1,All Other,0.0768,187.15,12.20609265,200004.0009,0.0561,712,3840,7926,0.498,3,0,0,0,0,0,0,0,0,0
1,All Other,0.08,250.69,10.52002363,37049.99997,0.1263,712,5220,12269,0.193,2,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1284,181.54,10.46310334,34999.99998,0.2307,707,1500,7828,0.239,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1347,305.31,11.1844214,72000.00014,0.1285,687,3510,8081,0.581,0,1,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.0932,255.58,11.08214255,65000.00007,0.0194,782,4650,3845,0.256,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1221,499.73,11.29725393,80600.00012,0.0348,742,6780,11774,0.444,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.16,285.66,11.08214255,65000.00007,0.1588,702,5550,21438,0.906,1,0,1,1,0,1,0,0,0,0
1,Debt Consolidation,0.08,156.69,10.91501573,54995.99976,0.0753,762,5220,6576,0.252,0,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.1568,192.51,11.12726298,67999.99972,0.1142,662,3780,10311,0.889,0,1,1,0,0,0,0,1,0,0
1,Debt Consolidation,0.1411,198.53,11.35040654,85000.00038,0.0462,687,2010,6419,0.455,0,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.1221,666.3,11.66137995,116003.9997,0.0922,807,7440,0,0,2,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1284,605.13,10.31374118,30144.00008,0.1274,727,3510,22099,0.847,0,0,0,0,0,1,0,0,0,0
1,Credit Card,0.2086,902.54,11.69065315,119449.9997,0.2092,667,6300,45414,0.983,0,1,0,0,1,0,0,0,0,0
1,All Other,0.0768,77.98,11.05089001,63000.00029,0.1474,747,7080,27222,0.429,1,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.0963,346.62,11.58058411,106999.9996,0.0941,737,10170,4229,0.071,0,0,0,0,0,1,0,0,0,0
1,Small Business,0.1474,268.53,10.4341158,33999.99988,0.1359,677,2040,22556,0.73,0,0,0,0,0,0,0,0,0,1
1,Credit Card,0.1221,506.39,10.858999,52000.00013,0.1932,737,3991,32709,0.536,0,0,0,0,1,0,0,0,0,0
1,All Other,0.1221,263.19,10.81977828,49999.99978,0.0725,737,4110,2140,0.06,3,0,0,0,0,0,0,0,0,0
1,All Other,0.0963,192.57,11.17883639,71599.00026,0.0949,777,3420,257,0.036,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1379,238.53,11.15625052,69999.99993,0.2153,682,1891,8299,0.589,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.0932,325.86,11.57119437,105999.9997,0.0017,767,4410,9943,0.109,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.08,313.37,10.34817337,31199.99988,0.0762,772,3510,944,0.197,2,0,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.1537,139.39,9.996431298,21948,0.0191,662,2760,370,0.218,1,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1189,464.3,10.37349118,31999.99994,0.1781,737,5790,4577,0.162,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.16,215.34,11.1123882,66996.00033,0.1625,667,4860,5636,0.499,2,1,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1316,202.63,10.7701888,47580.99996,0.2002,687,3240,18634,0.706,1,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1379,115.86,11.05089001,63000.00029,0.2011,692,3990,18212,0.564,1,0,0,0,1,0,0,0,0,0
1,All Other,0.0963,115.54,11.31812639,82300.00027,0.0058,762,1500,849,0.019,0,0,0,0,0,0,0,0,0,0
1,Educational,0.1221,233.21,9.210340372,10000,0,717,1334,0,0,2,0,0,0,0,0,1,0,0,0
1,All Other,0.1253,200.8,10.89673933,54000.00024,0.0636,742,2790,1510,0.503,1,0,0,0,0,0,0,0,0,0
1,All Other,0.0737,111.77,10.6454249,42000.00011,0.0657,772,4530,2521,0.221,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.08,238.16,10.40426284,32999.99999,0.1229,777,8310,1805,0.087,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.0963,481.42,11.22524339,74999.99981,0.245,787,6540,5544,0.113,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1758,790.73,12.21602298,202000.0007,0.1403,667,3540,31008,0.798,3,0,0,1,0,1,0,0,0,0
1,Small Business,0.1221,266.52,10.46310334,34999.99998,0.013,732,1652,2722,0.368,2,0,0,0,0,0,0,0,0,1
1,Debt Consolidation,0.1189,397.97,11.46154796,94992.00033,0.0192,742,6904,14989,0.25,1,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.1379,340.76,10.49127422,36000.00009,0.123,732,8131,6729,0.975,1,0,0,1,0,0,0,1,0,0
1,Debt Consolidation,0.1474,448.98,10.46310334,34999.99998,0.1639,677,2790,21124,0.873,3,0,0,0,0,1,0,0,0,0
1,All Other,0.1568,367.52,11.00209984,59999.99993,0.1442,677,5490,24151,0.611,3,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1316,506.56,10.34174248,30999.99989,0.1316,757,6450,4923,0.703,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1411,513.44,11.05089001,63000.00029,0.2267,702,3150,26803,0.927,0,0,0,0,0,1,0,0,0,0
1,Educational,0.1284,228.61,9.903487553,20000.00001,0.1458,687,2249,7783,0.846,0,0,0,0,0,0,1,0,0,0
1,Debt Consolidation,0.0932,415.31,11.40756495,90000.00006,0.0851,782,4230,9957,0.296,0,0,0,0,0,1,0,0,0,0
1,All Other,0.08,250.69,11.51288546,99995.99958,0.0432,712,7110,5262,0.284,0,1,0,0,0,0,0,0,0,0
1,Small Business,0.1221,533.04,10.96819829,58000.00003,0.0749,772,3720,10144,0.156,0,0,0,0,0,0,0,0,0,1
1,All Other,0.0963,256.76,10.83958091,50999.99991,0.0024,792,3390,132,0.066,3,0,0,0,0,0,0,0,0,0
1,Small Business,0.1316,515,11.1844214,72000.00014,0.1768,722,5310,6759,0,3,0,0,0,0,0,0,0,0,1
1,Credit Card,0.0932,76.68,10.90595598,54499.99996,0.0469,737,5610,2184,0.721,1,0,0,0,1,0,0,0,0,0
1,Home Improvement,0.1347,508.84,10.6454249,42000.00011,0.1434,712,4560,8644,0.47,0,0,0,0,0,0,0,1,0,0
1,Credit Card,0.0963,102.71,10.63933496,41744.99989,0.1958,717,8340,6479,0.381,1,0,0,0,1,0,0,0,0,0
1,Home Improvement,0.08,338.43,11.81303006,135000.0003,0.0682,792,4710,10232,0.191,2,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1442,343.83,10.91508846,54999.99977,0.2341,682,3420,20344,0.86,0,0,0,0,0,1,0,0,0,0
1,Small Business,0.1316,378.23,11.06350847,63800.00004,0.0425,732,5220,8897,0.191,3,0,0,1,0,0,0,0,0,1
1,Credit Card,0.1442,469.33,11.06563786,63935.99987,0.2243,682,3510,34847,0.681,1,1,0,0,1,0,0,0,0,0
1,Home Improvement,0.1316,324.2,9.998797732,21999.99999,0.1636,732,4140,11246,0.937,0,0,0,0,0,0,0,1,0,0
1,Credit Card,0.1379,163.57,11.25609586,77350.00031,0.1693,677,4980,19146,0.339,3,0,0,0,1,0,0,0,0,0
1,All Other,0.1253,334.67,11.40756495,90000.00006,0.204,762,12210,28872,0.211,1,0,0,0,0,0,0,0,0,0
1,All Other,0.1189,149.24,10.87221892,52691.99998,0.1303,722,2730,850,0.142,0,1,0,0,0,0,0,0,0,0
1,All Other,0.0963,449.32,11.22524339,74999.99981,0.0194,812,3390,45050,0.064,0,0,0,0,0,0,0,0,0,0
1,Educational,0.16,112.51,9.903487553,20000.00001,0.063,677,1260,1715,0.399,0,0,0,0,0,0,1,0,0,0
1,Credit Card,0.08,156.69,10.4341158,33999.99988,0.1585,767,10170,5748,0.123,0,1,0,0,1,0,0,0,0,0
1,All Other,0.1189,165.82,10.11633831,24743.99989,0.0669,717,8490,9764,0.227,3,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.0932,95.85,10.87804719,52999.99987,0.1134,782,5280,722,0.032,0,0,0,0,0,1,0,0,0,0
1,Credit Card,0.1474,621.67,10.93310697,56000.00002,0.1633,682,3270,18451,0.652,2,0,0,0,1,0,0,0,0,0
1,Educational,0.1411,136.92,11.22524339,74999.99981,0.1563,672,4470,6855,0.536,0,0,0,0,0,0,1,0,0,0
1,Credit Card,0.1221,346.48,11.32962743,83251.99987,0.1381,722,3150,17610,0.769,0,0,0,0,1,0,0,0,0,0
1,Credit Card,0.1189,58.04,10.8620712,52160.00018,0.0265,712,8820,3002,0.051,3,1,0,0,1,0,0,0,0,0
1,Credit Card,0.0932,247.59,11.30220443,80999.9997,0.1311,757,6090,18540,0.296,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1758,503.19,11.36210258,86000.00041,0.2193,662,3570,18991,0.95,0,0,1,0,0,1,0,0,0,0
1,Debt Consolidation,0.1347,165.38,10.53209621,37499.99993,0.2109,692,3510,10800,0.543,1,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.1189,464.3,11.58988651,108000.0004,0.1134,732,3720,47016,0.371,0,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1347,254.42,11.08214255,65000.00007,0.1375,722,7140,40310,0.667,1,0,0,0,0,1,0,0,0,0
1,All Other,0.1347,409.62,11.63539085,113027.9995,0.1002,707,4170,20460,0.398,1,0,0,0,0,0,0,0,0,0
1,Home Improvement,0.0963,256.76,10.71441777,45000.00006,0.0128,777,2550,25,0.001,0,0,0,0,0,0,0,1,0,0
1,Educational,0.1568,87.51,10.3768605,32108.00002,0.2388,667,1500,8072,0.928,1,0,0,1,0,0,1,0,0,0
1,Debt Consolidation,0.1726,521.56,12.10071213,180000,0.1212,677,6961,67579,0.61,0,1,0,0,0,1,0,0,0,0
1,Credit Card,0.1347,271.39,10.55093105,38212.99997,0.1259,687,3421,5545,0.609,3,0,1,1,1,0,0,0,0,0
1,Debt Consolidation,0.1347,106.01,10.81977828,49999.99978,0.2162,682,11430,13427,0.3,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1316,324.2,10.46310334,34999.99998,0.1615,697,4204,14852,0.794,0,0,0,0,0,1,0,0,0,0
1,Credit Card,0.0963,481.42,10.6666271,42899.99979,0.1049,777,6330,4963,0.158,0,0,0,0,1,0,0,0,0,0
1,All Other,0.1379,67.3,11.33260191,83499.99993,0.1342,677,5580,11386,0.55,2,2,1,0,0,0,0,0,0,0
1,Debt Consolidation,0.0932,223.63,10.30895266,29999.99998,0.118,737,2160,5842,0.309,1,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1316,317.44,10.96812932,57995.99991,0.2431,712,6360,23802,0.592,1,0,0,1,0,1,0,0,0,0
1,Small Business,0.1158,594.25,11.49272276,98000.00023,0.0508,752,3994,7921,0.142,0,0,0,0,0,0,0,0,0,1
1,Credit Card,0.1474,55.26,9.210340372,10000,0.1812,667,1710,5704,0.803,0,0,0,0,1,0,0,0,0,0
1,All Other,0.0963,224.66,10.77895629,48000.00001,0.1035,757,5520,2108,0.109,1,0,0,0,0,0,0,0,0,0
1,All Other,0.1284,67.24,9.61580548,15000,0.1528,707,1290,1545,0.186,1,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1316,405.25,10.44278401,34296.00006,0.2306,687,3720,5244,0.275,1,1,0,0,0,1,0,0,0,0
1,Credit Card,0.0932,383.37,10.89673933,54000.00024,0.0658,787,5340,5300,0.312,0,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.1347,678.46,10.6454249,42000.00011,0.1989,722,4170,20563,0.97,0,0,0,0,0,1,0,0,0,0
1,All Other,0.0932,95.85,10.71441777,45000.00006,0.1704,737,4950,2009,0.143,0,0,0,0,0,0,0,0,0,0
1,Home Improvement,0.1253,167.34,10.87804719,52999.99987,0.1408,707,3810,12053,0.873,3,0,0,0,0,0,0,1,0,0
1,Home Improvement,0.0932,239.61,10.858999,52000.00013,0.2283,757,5010,1447,0.069,3,0,0,0,0,0,0,1,0,0
1,Credit Card,0.0963,417.23,10.93310697,56000.00002,0.0681,747,3720,21456,0.277,1,0,0,0,1,0,0,0,0,0
1,Small Business,0.1095,327.14,11.08214255,65000.00007,0.1172,737,2767,1208,0.035,2,0,0,0,0,0,0,0,0,1
1,Credit Card,0.16,878.94,12.06681058,174000.0003,0.1543,687,5250,35010,0.657,1,0,1,0,1,0,0,0,0,0
1,Debt Consolidation,0.1379,579.29,10.81977828,49999.99978,0.16,707,3210,17613,0.766,2,0,0,0,0,1,0,0,0,0
1,Small Business,0.16,158.21,10.37349118,31999.99994,0.1748,672,1320,1404,0.936,3,0,0,0,0,0,0,0,0,1
1,Credit Card,0.08,172.35,11.00874438,60399.99976,0.2245,752,4234,14026,0.514,0,0,0,0,1,0,0,0,0,0
1,All Other,0.0963,32.1,8.612503371,5499.999999,0.0371,767,1650,566,0.086,0,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1411,616.12,10.91508846,54999.99977,0.1449,692,2581,19976,0.812,2,0,0,0,0,1,0,0,0,0
1,All Other,0.0963,96.29,10.30895266,29999.99998,0.0068,717,2820,893,0.388,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1379,170.38,10.79949394,48995.99995,0.0073,687,8550,2987,0.498,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1189,198.99,11.3736634,87000.00021,0.1938,727,5610,42987,0.89,1,0,0,1,0,0,0,0,0,0
1,Debt Consolidation,0.1726,629.81,11.17717297,71480.00005,0.1165,667,4800,27914,0.886,0,2,0,0,0,1,0,0,0,0
1,Credit Card,0.08,101.85,10.59663473,39999.99988,0.1026,747,7560,18467,0.309,3,0,0,0,1,0,0,0,0,0
1,All Other,0.1537,348.47,11.23848862,76000.00006,0.1255,667,1407,5466,0.424,2,0,0,0,0,0,0,0,0,0
1,All Other,0.1316,324.2,11.6351431,113000.0003,0,737,8430,17533,0.958,0,0,0,0,0,0,0,0,0,0
1,All Other,0.0768,99.81,10.95960979,57504.00002,0.0924,747,3120,3176,0.227,1,0,0,0,0,0,0,0,0,0
1,Credit Card,0.1158,792.33,11.39184199,88596.0001,0.2269,752,4890,27806,0.323,1,0,0,0,1,0,0,0,0,0
1,All Other,0.08,282.03,11.31208142,81803.99991,0.0898,777,10020,38216,0.504,0,0,0,0,0,0,0,0,0,0
1,All Other,0.1287,807.2,12.10342002,180488.0808,0.1535,722,2940,89832,0.436,1,0,0,0,0,0,0,0,0,0
1,All Other,0.0932,185.3,10.6454249,42000.00011,0.0997,712,5640,2953,0.88,0,0,0,0,0,0,0,0,0,0
1,Home Improvement,0.1126,690.13,12.50617724,270000.0005,0.0726,757,7740,129705,0.62,2,0,0,0,0,0,0,1,0,0
1,Small Business,0.1189,472.59,11.38452375,87949.99999,0.122,752,4890,39,0.003,3,0,0,0,0,0,0,0,0,1
1,Home Improvement,0.0768,109.17,11.05089001,63000.00029,0.1846,752,7800,2733,0.076,0,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1253,359.77,10.12647109,24995.99997,0.1474,697,1980,15175,0.532,3,0,0,0,0,1,0,0,0,0
1,All Other,0.1379,136.31,9.903487553,20000.00001,0.2472,682,2580,7231,0.951,0,0,0,0,0,0,0,0,0,0
1,Major Purchase,0.0768,46.79,10.04342339,23003.99993,0.0433,747,4620,2413,0.103,2,0,0,0,0,0,0,0,1,0
1,Debt Consolidation,0.1221,99.95,10.30895266,29999.99998,0.0988,702,5040,5431,0.862,2,0,0,1,0,1,0,0,0,0
1,Debt Consolidation,0.1426,140.66,10.30895266,29999.99998,0.1584,667,4710,3825,0.832,3,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.0963,385.14,11.5228758,101000.0004,0.1515,752,4350,19326,0.25,2,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1411,684.58,12.15477935,189999.9998,0.214,682,5430,12531,0.301,2,0,0,0,0,1,0,0,0,0
1,Credit Card,0.0963,224.66,11.54334797,103088.9998,0.1633,732,6218,28365,0.447,1,0,0,0,1,0,0,0,0,0
1,Home Improvement,0.1253,133.87,10.858999,52000.00013,0.0134,742,1770,2386,0.113,4,0,0,1,0,0,0,1,0,0
1,Small Business,0.1221,359.81,10.30895266,29999.99998,0.004,762,1800,256,0.004,2,0,0,0,0,0,0,0,0,1
1,Debt Consolidation,0.1218,319.68,10.71441777,45000.00006,0.0384,752,1982,0,0,5,0,0,0,0,1,0,0,0,0
1,All Other,0.1221,283.18,10.1266311,24999.9999,0.1848,702,3313,2284,0.047,2,2,0,1,0,0,0,0,0,0
1,Home Improvement,0.1253,93.71,10.77895629,48000.00001,0.1063,752,2070,185,0.013,1,0,0,0,0,0,0,1,0,0
1,Credit Card,0.0768,109.17,11.49272276,98000.00023,0.101,752,4414,78031,0.441,0,0,0,0,1,0,0,0,0,0
1,Small Business,0.1126,492.95,11.42954386,92000.00037,0.0957,732,6090,13119,0.118,0,0,0,0,0,0,0,0,0,1
1,All Other,0.1158,825.34,11.1844214,72000.00014,0.0588,752,3480,8898,0.291,1,0,0,1,0,0,0,0,0,0
1,Debt Consolidation,0.1126,279.34,10.1266311,24999.9999,0.1882,712,2850,10579,0.472,1,0,0,0,0,1,0,0,0,0
1,All Other,0.0963,96.29,10.858999,52000.00013,0.0683,722,5040,2936,0.432,1,1,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1284,268.95,11.08980542,65499.99989,0.1711,702,5174,7095,0.546,2,0,0,0,0,1,0,0,0,0
1,Small Business,0.16,281.26,11.15625052,69999.99993,0.1721,752,4380,26596,0.356,7,0,0,0,0,0,0,0,0,1
1,All Other,0.0932,95.85,10.37361617,32003.99987,0.0292,732,6126,1836,0.27,1,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1158,792.33,10.75798798,47003.99984,0.1453,747,5370,17524,0.324,2,0,0,0,0,1,0,0,0,0
1,Credit Card,0.0963,192.57,11.22524339,74999.99981,0.1867,732,5700,7849,0.405,1,0,0,0,1,0,0,0,0,0
1,Small Business,0.1126,65.73,10.51867319,36999.99994,0.0091,742,1560,1219,0.103,2,0,0,0,0,0,0,0,0,1
1,Educational,0.1158,290.52,11.53566495,102299.9998,0.1071,707,4680,52141,0.733,1,0,0,0,0,0,1,0,0,0
1,Debt Consolidation,0.1158,297.13,10.68510338,43699.99995,0.1403,707,6090,7693,0.726,3,0,0,1,0,1,0,0,0,0
1,Credit Card,0.0963,96.29,11.22524339,74999.99981,0.0618,722,3600,25055,0.781,1,0,0,0,1,0,0,0,0,0
1,Debt Consolidation,0.0932,223.63,11.00209984,59999.99993,0.0834,747,3960,3337,0.202,1,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1347,237.46,10.858999,52000.00013,0.0965,692,3678,17349,0.633,0,0,0,0,0,1,0,0,0,0
1,Home Improvement,0.0963,80.24,10.49127422,36000.00009,0.221,717,3990,2307,0.461,0,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1537,871.16,11.16902571,70899.99982,0.1769,697,5640,25700,0.922,0,0,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1316,337.71,11.81303006,135000.0003,0.0998,682,5760,24810,0.713,3,1,0,0,0,1,0,0,0,0
1,Debt Consolidation,0.1095,425.28,10.84099168,51071.99996,0.0569,757,6810,13625,0.412,0,0,0,0,0,1,0,0,0,0
1,All Other,0.1126,32.87,10.96819829,58000.00003,0.1541,707,5280,16302,0.718,3,0,0,0,0,0,0,0,0,0
1,Home Improvement,0.1095,163.57,11.35035948,84996.00038,0.0654,712,1980,1496,0.172,2,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.0932,364.2,11.58988651,108000.0004,0.0548,787,4500,22602,0.363,1,0,0,0,0,1,0,0,0,0
1,All Other,0.1158,99.05,10.81977828,49999.99978,0.0389,732,1650,9,0.002,1,0,0,0,0,0,0,0,0,0
1,Debt Consolidation,0.1253,184.07,10.34161344,30995.99991,0.1521,687,1800,3795,0.327,0,0,0,0,0,1,0,0,0,0
1,Small Business,0.1221,283.18,10.91508846,54999.99977,0.2326,697,3030,6130,0.376,0,0,0,0,0,0,0,0,0,1
1,Credit Card,0.1474,797.8,12.01370075,164999.9995,0.2067,697,6720,80602,0.917,0,0,0,1,1,0,0,0,0,0
1,Home Improvement,0.1379,681.51,11.65268741,115000.0003,0.1657,687,3330,71046,0.517,0,0,0,0,0,0,0,1,0,0
1,Debt Consolidation,0.1221,166.58,10.08580911,24000.00002,0.1405,692,8769,5122,0.732,0,0,1,1,0,1,0,0,0,0
1,All Other,0.1095,49.08,11.48242502,96996.00005,0.0756,707,5130,9906,0.461,0,0,0,0,0,0,0,0,0,0
1,Credit Card,0.1126,492.95,11.8493977,139999.9998,0.1352,747,4920,29790,0.156,0,0,0,0,1,0,0,0,0,0
1,All Other,0.1221,299.84,10.46310334,34999.99998,0.2317,697,4620,3723,0.394,0,0,1,1,0,0,0,0,0,0
1,Debt Consolidation,0.1221,333.15,10.93310697,56000.00002,0.1264,702,7500,5745,0.359,2,0,1,0,0,1,0,0,0,0
1,Credit Card,0.1253,334.67,10.97164063,58199.99978,0.2295,697,2610,16047,0.787,0,0,0,0,1,0,0,0,0,0
1,Small Business,0.1347,305.31,10.4392204,34174,0.0983,702,7290,4475,0.877,3,0,1,0,0,0,0,0,0,1
1,Home Improvement,0.08,313.37,10.81985828,50003.99994,0.0103,807,3391,2161,0.132,0,0,0,0,0,0,0,1,0,0
1,Major Purchase,0.1316,121.58,10.1266311,24999.9999,0.0979,697,1680,1898,0.345,3,0,0,0,0,0,0,0,1,0
