Credit Policy,Interest Rate,Installments,Installment_as_Pct_Income,Log Annual Income,Annual Income,Monthly Income,Debt to Income Ratio,FICO Score,Days with Credit Line,Revolving Balance,Revolving Utilization,Inquiries Last 6 Months,Delinquencies 2 Years,Public Records,Not Fully Paid,Purpose Credit Card,Purpose Debt Consolidation,Purpose Educational,Purpose Home Improvement,Purpose Major Purchase,Purpose Small Business
1,0.1191,216.45,0.051179750852603914,10.83467754,50750.54014,4229.211678332887,0.2069,707,5670,16881,0.507,0,0,0,0,0,0,1,0,0,0
1,0.1222,193.26,0.04216581835953059,10.91508846,54999.99977,4583.333314016379,0.1484,677,3240,7440,0.896,0,0,0,0,1,0,0,0,0,0
1,0.1286,50.44,0.016916713197935085,10.48514436,35780.00011,2981.666675424685,0.1345,662,4620,10363,0.71,2,0,1,0,0,0,1,0,0,0
1,0.1096,113.71,0.018193600045819637,11.22524339,74999.99981,6249.999984259699,0.0992,687,6240,22796,0.519,1,0,0,1,0,0,0,0,0,0
1,0.1096,110.43,0.04417200002845972,10.30895266,29999.99998,2499.999998389267,0.006,722,1440,767,0.042,3,0,0,0,0,0,0,0,0,0
1,0.1096,185.69,0.0498273701959383,10.70817611,44720.0001,3726.666674757332,0.1852,712,2250,25925,0.661,0,0,0,0,0,1,0,0,0,0
1,0.1033,109.43,0.043772000028202,10.30895266,29999.99998,2499.999998389267,0.0552,712,1650,598,0.029,1,0,0,0,0,0,0,0,0,0
1,0.1222,145.78,0.062279183997739296,10.24313332,28089.00001,2340.750000919918,0.1763,677,2550,7474,0.358,2,1,0,0,0,0,0,0,1,0
1,0.0832,174.74,0.04672713072252592,10.71163613,44875.00019,3739.583349074812,0.1364,777,4560,5578,0.09,2,0,0,0,0,1,0,0,0,0
1,0.1222,79.97,0.023068269144248348,10.63585545,41600.00016,3466.666679668902,0.2236,677,5580,12785,0.772,2,0,0,0,0,0,0,0,0,0
1,0.0832,47.23,0.014914736822843225,10.54534144,38000.00005,3166.666670756343,0.0253,732,2790,3421,0.221,1,0,0,0,0,1,0,0,0,0
1,0.1222,165.77,0.02162217382722889,11.42954386,92000.00037,7666.666697094312,0.0506,722,6390,5424,0.986,0,0,0,0,0,0,0,0,0,0
1,0.1696,135.41,0.04642628573617806,10.46310334,34999.99998,2916.6666652913104,0.2942,672,5340,536,0.092,2,0,0,0,0,1,0,0,0,0
1,0.1191,116.1,0.007961142880275156,12.07254125,174999.9995,14583.333290959263,0.0247,677,1770,23806,0.606,1,0,0,0,0,0,1,0,0,0
1,0.1096,110.43,0.029447999963262327,10.71441777,45000.00006,3750.0000046782898,0.136,722,4470,23280,0.92,3,0,0,0,0,1,0,0,0,0
1,0.08,159.82,0.03618566046906232,10.87804719,52999.99987,4416.66665547369,0.0623,752,4650,10399,0.313,1,0,0,0,0,1,0,0,0,0
1,0.1146,263.66,0.039549000144591874,11.28978191,79999.99971,6666.666642293211,0.2172,697,7577,73150,0.729,0,0,0,1,0,1,0,0,0,0
1,0.1159,194.82,0.023378400116195987,11.51292546,99999.9995,8333.333291914763,0.2029,707,6120,57152,0.787,0,0,0,0,1,0,0,0,0,0
1,0.1001,69.39,0.023790857154075737,10.46310334,34999.99998,2916.6666652913104,0.012,722,3330,2400,0.358,0,0,0,0,0,1,0,0,0,0
1,0.1538,243.97,0.03659550013379382,11.28978191,79999.99971,6666.666642293211,0.0924,667,6540,33102,0.994,2,0,1,1,1,0,0,0,0,0
1,0.0768,96.69,0.02829675159029248,10.6214249,41003.99992,3416.9999934964476,0.0939,787,5045,15715,0.215,1,0,0,0,0,0,0,0,1,0
1,0.1128,218.6,0.03643333326040082,11.1844214,72000.00014,6000.000012010844,0.1686,697,2208,21659,0.499,1,0,0,1,1,0,0,0,0,0
1,0.1033,180.76,0.05164571414448935,10.6454249,42000.00011,3500.0000095707314,0.0,772,7530,0,0.0,6,0,0,0,0,1,0,0,0,0
1,0.0832,141.68,0.04250400013159551,10.59663473,39999.99988,3333.3333230130884,0.1302,752,6300,12183,0.451,0,0,0,0,0,1,0,0,0,0
1,0.0832,174.74,0.02557170722108696,11.31447453,82000.00031,6833.333358983001,0.0436,752,3420,26040,0.491,3,0,0,0,0,0,0,0,0,0
1,0.1128,139.71,0.030482181946652278,10.91508846,54999.99977,4583.333314016379,0.0465,682,3210,2801,0.637,0,0,0,1,0,0,0,0,0,0
1,0.1128,167.65,0.03168188991841194,11.05879518,63499.99969,5291.666640839193,0.1468,687,4770,17550,0.386,2,0,0,1,0,1,0,0,0,0
1,0.1159,158.5,0.03804000016776719,10.81977828,49999.99978,4166.666648290485,0.2045,707,5820,11781,0.589,2,0,0,0,0,1,0,0,0,0
1,0.0832,135.39,0.0290121428489407,10.93310697,56000.00002,4666.666667986001,0.1704,752,7500,68895,0.419,2,0,0,0,1,0,0,0,0,0
1,0.0737,31.05,0.004816006834598046,11.25631561,77366.99984,6447.249986635764,0.0074,782,12407,2440,0.086,0,0,0,0,0,0,0,0,0,0
1,0.1254,226.78,0.03115109893158745,11.37779279,87359.99991,7279.9999928748375,0.2095,702,6630,31518,0.932,0,0,0,0,1,0,0,0,0,0
1,0.1221,566.36,0.08495400031059339,11.28978191,79999.99971,6666.666642293211,0.0793,742,6378,15146,0.272,1,0,0,0,0,0,0,0,0,0
1,0.08,184.89,0.009646434762402612,12.34583459,230000.0005,19166.666706814478,0.0392,782,4372,8247,0.111,2,0,0,0,1,0,0,0,0,0
1,0.1159,138.68,0.05547200003574023,10.30895266,29999.99998,2499.999998389267,0.1708,687,4500,10655,0.687,1,0,0,0,0,0,0,0,0,0
1,0.138,236.86,0.05684640025070875,10.81977828,49999.99978,4166.666648290485,0.203,672,3690,9344,0.792,1,0,0,0,1,0,0,0,0,0
1,0.1033,64.85,0.03537272728477002,9.998797732,21999.99999,1833.3333327091696,0.09,697,1860,8935,0.278,1,0,0,0,0,0,0,0,0,0
1,0.0863,110.7,0.06325714283851747,9.952277717,21000.00001,1750.0000005152688,0.0171,742,2345,1087,0.109,1,0,0,0,0,0,0,0,0,0
1,0.1096,147.24,0.028045714155965552,11.05089001,63000.00029,5250.000024288233,0.0617,697,8820,17558,0.623,1,0,1,0,0,1,0,0,0,0
1,0.1001,157.33,0.037759200166528784,10.81977828,49999.99978,4166.666648290485,0.0962,717,3120,11579,0.37,2,0,0,0,0,0,0,0,0,0
1,0.1128,94.51,0.03081847838898267,10.51325312,36799.99985,3066.666653918465,0.0483,687,5220,5260,0.923,0,0,1,0,1,0,0,0,0,0
1,0.1412,191.73,0.08216999993075869,10.23995979,28000.00002,2333.3333352995382,0.2477,682,3240,86,0.011,0,0,0,0,1,0,0,0,0,0
1,0.0863,237.21,0.012651200015011379,12.32385568,224999.9997,18749.999977752042,0.0744,742,4380,15611,0.21,2,0,0,0,0,0,0,1,0,0
1,0.0832,110.2,0.025430769168808782,10.858999,52000.00013,4333.333343891224,0.1941,782,13260,2967,0.05,0,0,0,0,0,0,1,0,0,0
1,0.1128,156.14,0.021536551673241047,11.3736634,87000.00021,7250.000017133773,0.0132,722,1260,10318,0.309,1,0,0,0,0,1,0,0,0,0
1,0.0863,159.73,0.02395830214254087,11.28983191,80003.99981,6666.999983958797,0.0184,727,4530,2733,0.154,1,0,0,0,0,0,0,1,0,0
1,0.1128,172.58,0.04348198549854234,10.7711761,47627.99988,3968.99998979544,0.0524,712,5700,13673,0.584,0,0,0,1,0,0,0,0,0,0
1,0.138,81.8,0.020449999997751073,10.77895629,48000.00001,4000.000000439888,0.0135,662,1890,3171,0.773,0,0,0,0,0,0,0,0,0,0
1,0.1159,80.9,0.011421176418878331,11.35040654,85000.00038,7083.333365403453,0.1319,682,7500,44198,0.519,0,0,0,0,1,0,0,0,0,0
1,0.1349,254.48,0.02093050043711541,11.89067673,145899.9993,12158.333278488577,0.0958,662,7710,15030,0.522,1,0,0,1,1,0,0,0,0,0
1,0.1128,200.52,0.07077176496054023,10.4341158,33999.99988,2833.3333231381566,0.1006,692,1770,5129,0.354,1,0,0,0,0,1,0,0,0,0
1,0.1286,184.95,0.06595542315199807,10.42376834,33650.00017,2804.166680483151,0.1731,672,1950,12596,0.463,0,0,0,0,1,0,0,0,0,0
1,0.1159,247.65,0.02548713557987861,11.66650455,116599.9997,9716.666638502635,0.1189,687,2910,25588,0.58,1,0,0,0,1,0,0,0,0,0
1,0.0768,65.5,0.014086021482407703,10.92952915,55800.00009,4650.000007582282,0.0359,757,7530,14538,0.32,1,0,0,0,0,0,0,0,0,0
1,0.1128,32.88,0.011273142862458717,10.46310334,34999.99998,2916.6666652913104,0.1569,697,4321,199,0.023,1,0,0,1,0,0,0,0,0,0
1,0.1286,92.48,0.019133793094427767,10.96819829,58000.00003,4833.333335611978,0.1357,667,2520,3109,0.426,2,0,0,0,1,0,0,0,0,0
1,0.1304,219.14,0.04174095218784495,11.05089001,63000.00029,5250.000024288233,0.0676,667,6168,20227,0.41,3,1,0,1,0,0,0,0,0,0
1,0.08,156.69,0.032420856663746764,10.96812932,57995.99991,4832.9999921072995,0.1078,757,3180,4496,0.097,3,0,0,0,0,1,0,0,0,0
1,0.0768,124.76,0.03651155991731193,10.6214249,41003.99992,3416.9999934964476,0.1074,792,4590,2775,0.137,3,0,0,0,0,0,0,0,0,0
1,0.1001,242.04,0.0367655696735323,11.27720313,78999.99989,6583.333323793041,0.1521,727,4980,2801,0.067,0,1,0,0,0,0,0,0,0,0
1,0.1033,129.69,0.05020258081922782,10.34174248,30999.99989,2583.3333243761867,0.1003,702,3840,6796,0.324,0,0,0,0,0,1,0,0,0,0
1,0.1096,245.4,0.0802747793300576,10.51009597,36683.99994,3056.999994867802,0.0716,697,3600,27491,0.562,3,0,0,0,0,1,0,0,0,0
1,0.1412,102.71,0.051354999965596414,10.08580911,24000.00002,2000.000001339834,0.093,662,1470,5062,0.858,0,0,0,0,1,0,0,0,0,0
1,0.1272,59.57,0.015885333313515684,10.71441777,45000.00006,3750.0000046782898,0.1064,667,3180,1030,0.046,0,3,0,0,0,0,0,0,1,0
1,0.1051,136.54,0.028745263066389592,10.95080655,57000.00018,4750.000015120732,0.1059,707,7350,5014,0.181,0,2,0,0,1,0,0,0,0,0
1,0.1146,98.88,0.05704615382843582,9.942708266,20800.00001,1733.3333338716911,0.0358,707,3879,2731,0.975,0,0,0,0,1,0,0,0,0,0
1,0.1209,156.31,0.046893000145184174,10.59663473,39999.99988,3333.3333230130884,0.2193,712,4651,3266,0.495,0,0,0,0,0,1,0,0,0,0
1,0.1083,146.97,0.046411578887428945,10.54534144,38000.00005,3166.666670756343,0.1354,712,3931,1818,0.298,2,0,0,0,0,0,1,0,0,0
1,0.1178,99.33,0.041272853309693214,10.27090459,28879.99991,2406.666659430393,0.0066,717,1142,843,0.301,0,0,0,0,0,0,0,0,0,0
1,0.1051,243.81,0.0696599998095151,10.6454249,42000.00011,3500.0000095707314,0.1623,727,3574,26784,0.636,1,0,0,0,0,1,0,0,0,0
1,0.1083,163.3,0.04125821105071209,10.76840078,47496.00019,3958.0000160278773,0.2153,742,3605,17194,0.548,1,0,0,1,0,1,0,0,0,0
1,0.1241,172.07,0.01966514284022415,11.56171563,105000.0001,8750.000007527973,0.2029,747,5585,8855,0.312,7,0,0,0,0,0,0,0,0,0
1,0.1051,243.81,0.01828575007709205,11.98292909,159999.9993,13333.33327712049,0.0955,722,4686,39979,0.495,0,0,0,0,0,1,0,0,0,0
1,0.1588,245.69,0.031034526333872613,11.46163217,94999.99994,7916.666662053798,0.2419,667,5376,590,0.843,0,0,0,0,0,0,0,0,0,0
1,0.0907,238.75,0.04775000005750237,11.00209984,59999.99993,4999.9999939788095,0.0486,752,7627,8575,0.25,1,0,0,0,0,0,0,0,0,0
1,0.102,242.71,0.036888354085218115,11.27663335,78955.00009,6579.583340565977,0.1199,732,4687,42703,0.404,3,0,0,1,0,0,0,1,0,0
1,0.0907,210.1,0.07877765310614925,10.37361617,32003.99987,2666.9999894119715,0.0184,742,2680,4889,0.107,1,0,0,1,0,0,0,0,0,0
1,0.1083,244.94,0.03265866664421065,11.40756495,90000.00006,7500.00000515698,0.2091,747,5641,120338,0.475,0,0,0,0,1,0,0,0,0,0
1,0.0907,191.0,0.03526153842196704,11.08214255,65000.00007,5416.666672745392,0.05,752,4384,86,0.005,1,0,0,0,0,0,0,0,0,0
1,0.0832,47.23,0.010899230742675486,10.858999,52000.00013,4333.333343891224,0.1239,722,3800,26571,0.337,0,0,0,0,0,0,0,1,0,0
1,0.102,97.09,0.021183272816551926,10.91508846,54999.99977,4583.333314016379,0.0033,802,3217,37,0.002,0,0,0,0,0,0,0,0,1,0
1,0.1272,251.7,0.0368341462032024,11.31447453,82000.00031,6833.333358983001,0.1112,677,6008,12336,0.46,0,1,0,0,0,1,0,0,0,0
1,0.1114,156.65,0.03685882359230996,10.83958091,50999.99991,4249.9999927475355,0.064,697,4710,10537,0.41,2,0,0,0,1,0,0,0,0,0
1,0.1336,338.68,0.09031466655399516,10.71441777,45000.00006,3750.0000046782898,0.0173,687,3510,3153,0.303,1,0,0,0,0,0,0,0,0,0
1,0.0907,229.2,0.047423960350569644,10.96812932,57995.99991,4832.9999921072995,0.0935,742,9420,3392,0.092,1,0,0,0,0,0,0,0,1,0
1,0.1146,411.97,0.05970579712374054,11.32418334,82799.99997,6899.9999974238735,0.1416,707,6090,41893,0.625,0,0,0,0,0,0,0,0,0,1
1,0.1557,244.62,0.05241857141375194,10.93310697,56000.00002,4666.666667986001,0.0118,672,1410,255,0.15,2,0,0,0,0,0,0,0,0,1
1,0.1304,252.85,0.048938709874506756,11.03488966,61999.99975,5166.666645859315,0.1821,682,5778,19099,0.892,1,0,0,0,0,1,0,0,0,0
1,0.0938,335.76,0.07325672758147568,10.91508846,54999.99977,4583.333314016379,0.0641,737,2460,1932,0.114,2,0,0,1,0,0,0,0,0,1
1,0.1178,380.76,0.09984964995561166,10.73116563,45760.00018,3813.3333483819674,0.1521,707,5040,10197,0.755,0,0,0,0,0,1,0,0,0,0
1,0.1304,182.06,0.02837298703670173,11.2515607,76999.99994,6416.666661303487,0.2208,707,5220,9282,0.15,1,0,1,0,0,1,0,0,0,0
1,0.08,297.7,0.06495272754647757,10.91508846,54999.99977,4583.333314016379,0.0353,787,14160,7171,0.107,2,0,0,1,0,0,1,0,0,0
1,0.0938,383.73,0.03410933324535055,11.81303006,135000.0003,11250.000029018636,0.0991,767,13620,1579,0.072,0,0,0,0,0,0,0,0,0,1
1,0.1493,865.78,0.06493350027375724,11.98292909,159999.9993,13333.33327712049,0.1073,682,1800,33256,0.739,0,0,0,0,0,0,0,0,0,0
1,0.1209,299.32,0.067770566209484,10.87804719,52999.99987,4416.66665547369,0.043,692,1680,9735,0.721,1,0,0,0,0,1,0,0,0,0
1,0.0938,359.74,0.09593066654698895,10.71441777,45000.00006,3750.0000046782898,0.1296,757,3600,12341,0.308,0,0,0,0,1,0,0,0,0,0
1,0.1146,197.75,0.07605769259652703,10.34817337,31199.99988,2599.9999901263072,0.1373,692,2070,14154,0.858,0,0,0,1,1,0,0,0,0,0
1,0.0768,124.77,0.05347285709779774,10.23995979,28000.00002,2333.3333352995382,0.0557,777,6095,4988,0.146,0,0,0,0,0,1,0,0,0,0
1,0.1462,861.99,0.06464925027255887,11.98292909,159999.9993,13333.33327712049,0.0904,682,5370,9925,0.451,1,2,0,1,1,0,0,0,0,0
1,0.0938,172.68,0.021057252538979113,11.49685706,98406.00032,8200.50002631406,0.1936,732,6000,36976,0.531,2,0,0,0,1,0,0,0,0,0
1,0.1178,248.32,0.09932800006399635,10.30895266,29999.99998,2499.999998389267,0.1772,692,6270,6349,0.447,1,1,0,0,0,0,0,1,0,0
1,0.1209,598.64,0.10721910430317758,11.1124479,67000.00011,5583.333342416838,0.1922,702,5220,22897,0.645,1,0,1,1,1,0,0,0,0,0
1,0.1272,536.11,0.051466559808772794,11.73606902,125000.0005,10416.66670537044,0.1062,692,5970,35114,0.526,0,0,0,0,0,0,0,0,0,0
1,0.1367,236.43,0.022374549498294885,11.75038998,126803.0,10566.916666546418,0.1116,662,6840,31081,0.283,1,1,0,0,0,1,0,0,0,0
1,0.1178,178.8,0.05108571414602067,10.6454249,42000.00011,3500.0000095707314,0.1057,682,3780,6770,0.212,3,0,0,0,1,0,0,0,0,0
1,0.0907,159.17,0.02247105872179065,11.35040654,85000.00038,7083.333365403453,0.0546,737,3090,6528,0.143,1,0,0,0,0,0,0,0,0,0
1,0.0963,32.1,0.012840000008272725,10.30895266,29999.99998,2499.999998389267,0.0264,717,1929,11738,0.303,1,0,0,0,0,0,0,0,0,1
1,0.1114,820.13,0.098415600489148,11.51292546,99999.9995,8333.333291914763,0.0595,732,6120,31752,0.531,2,0,0,0,0,0,0,1,0,0
1,0.1304,384.34,0.04804250002161782,11.47210347,95999.99996,7999.999996400217,0.0898,697,1170,6201,0.667,1,0,0,0,0,0,0,0,0,0
1,0.08,256.96,0.04166918928029082,11.21182037,73999.99984,6166.666653184441,0.1146,772,6420,23891,0.193,0,0,0,0,1,0,0,0,0,0
1,0.1178,264.88,0.061126153697223864,10.858999,52000.00013,4333.333343891224,0.0909,687,3630,15217,0.581,0,0,0,0,1,0,0,0,0,0
1,0.1051,260.06,0.069349333246817,10.71441777,45000.00006,3750.0000046782898,0.1141,787,3930,2193,0.069,0,0,0,0,0,0,0,0,0,1
1,0.1178,165.55,0.04226808513564078,10.75790288,46999.99997,3916.6666639555656,0.2249,692,8160,0,0.0,3,0,1,1,1,0,0,0,0,0
1,0.06,216.38,0.0927342856361423,10.23995979,28000.00002,2333.3333352995382,0.1209,667,2550,14320,0.675,1,0,0,0,0,1,0,0,0,0
1,0.0768,31.19,0.005198333322927271,11.1844214,72000.00014,6000.000012010844,0.169,767,6420,28938,0.234,0,0,0,0,0,0,0,0,0,0
1,0.1241,517.87,0.16353789452563672,10.54534144,38000.00005,3166.666670756343,0.0906,692,5250,17297,0.776,1,0,1,0,0,1,0,0,0,0
1,0.1083,215.55,0.03592499992808507,11.1844214,72000.00014,6000.000012010844,0.1787,712,3900,5595,0.149,0,0,1,0,1,0,0,0,0,0
1,0.1241,334.11,0.06466645187332985,11.03488966,61999.99975,5166.666645859315,0.2243,682,8670,12792,0.506,2,2,0,0,0,1,0,0,0,0
1,0.1241,233.88,0.02806560013949244,11.51292546,99999.9995,8333.333291914763,0.0788,677,9270,6410,0.414,0,0,0,0,1,0,0,0,0,0
1,0.0768,109.17,0.025193076861695595,10.858999,52000.00013,4333.333343891224,0.0757,762,7831,1369,0.059,0,1,0,0,0,0,0,1,0,0
1,0.1367,816.43,0.10312800006009043,11.46163217,94999.99994,7916.666662053798,0.1768,697,3330,34565,0.893,1,0,0,0,0,1,0,0,0,0
1,0.102,161.81,0.027740442215052723,11.15619338,69996.00024,5833.0000201726225,0.0821,732,3070,2535,0.507,3,0,0,0,0,0,0,0,0,0
1,0.1083,489.88,0.09719841278136329,11.01006801,60479.99995,5039.999995698788,0.1601,732,5850,35692,0.401,3,0,0,0,0,1,0,0,0,0
1,0.1178,215.22,0.028318420941125605,11.42081018,91200.00036,7600.000029925588,0.0214,732,4410,4541,0.966,2,0,0,1,0,0,0,1,0,0
1,0.1241,200.47,0.05011749999448848,10.77895629,48000.00001,4000.000000439888,0.1753,707,6510,1966,0.936,1,0,0,1,0,0,0,0,0,0
1,0.1304,202.28,0.07469719378609428,10.38887228,32495.99988,2707.999989654989,0.2489,672,1830,3139,0.506,1,1,0,0,0,1,0,0,0,0
1,0.08,313.37,0.09401100029106496,10.59663473,39999.99988,3333.3333230130884,0.0648,777,4923,19998,0.183,1,0,0,0,0,0,0,0,0,0
1,0.1083,81.65,0.016330000019665208,11.00209984,59999.99993,4999.9999939788095,0.1236,692,5190,257,0.058,1,3,0,0,0,0,0,0,0,0
1,0.1336,203.21,0.04098352947462204,10.99373159,59499.99991,4958.3333257286295,0.1624,662,3540,1995,0.307,1,0,0,0,0,0,0,0,0,0
1,0.1367,489.86,0.048986000086420275,11.69524702,119999.9998,9999.99998235817,0.1301,672,4200,14827,0.435,3,0,0,1,0,1,0,0,0,0
1,0.102,177.99,0.04643621162015425,10.73630972,45996.00022,3833.0000185189256,0.0603,787,4590,1442,0.135,0,0,0,0,0,0,0,0,0,0
1,0.1178,595.97,0.07689935500291996,11.44035477,92999.9998,7749.999983450711,0.1743,707,3900,29046,0.418,0,0,0,0,0,1,0,0,0,0
1,0.102,275.07,0.07677086218262882,10.66886237,42996.00012,3583.000010415943,0.0915,727,2910,6725,0.437,1,0,0,0,0,1,0,0,0,0
1,0.1241,501.16,0.017182628630976613,12.76568843,349999.9988,29166.6665655868,0.0586,692,2430,36073,0.729,2,0,0,1,0,0,0,0,0,1
1,0.1051,325.08,0.061919999713537635,11.05089001,63000.00029,5250.000024288233,0.2263,717,6660,15655,0.443,3,0,0,0,0,1,0,0,0,0
1,0.1146,329.57,0.1098566663852411,10.49127422,36000.00009,3000.000007685257,0.193,702,2070,5680,0.252,0,0,1,0,0,1,0,0,0,0
1,0.1146,197.75,0.009887500022979815,12.3883942,239999.9994,19999.999953517443,0.0364,722,3210,58753,0.94,0,0,0,0,0,0,0,0,0,0
1,0.1146,329.57,0.07323777745160678,10.89673933,54000.00024,4500.000020041152,0.2169,722,5250,21462,0.409,1,0,0,0,0,0,0,0,0,1
1,0.1209,330.08,0.042363208356058904,11.44571672,93500.00044,7791.666703468436,0.1292,687,2190,26845,0.805,0,0,0,0,0,0,0,0,1,0
1,0.1462,517.2,0.057466666442912,11.58988651,108000.0004,9000.000035042785,0.1156,667,4650,13706,0.457,1,1,0,1,0,0,0,0,0,1
1,0.0938,191.87,0.05116533326950233,10.71441777,45000.00006,3750.0000046782898,0.1069,742,2760,1774,0.133,1,0,0,0,1,0,0,0,0,0
1,0.1557,698.91,0.17116163215545377,10.79957558,49000.00014,4083.3333452045517,0.1239,672,4830,13335,0.398,1,1,0,0,0,0,0,0,0,1
1,0.1051,162.54,0.05907502191814201,10.40477786,33017.00002,2751.4166685409855,0.024,767,3848,1411,0.353,1,0,0,0,0,1,0,0,0,0
1,0.1083,391.9,0.12058461479517166,10.57131693,39000.00019,3250.000015886704,0.1822,717,2520,16100,0.393,1,0,0,0,0,1,0,0,0,0
1,0.1114,328.06,0.09600819450523686,10.6214249,41003.99992,3416.9999934964476,0.2192,722,2640,9042,0.162,2,0,0,0,0,0,0,1,0,0
1,0.102,485.42,0.05825040028951779,11.51292546,99999.9995,8333.333291914763,0.0793,747,3600,86429,0.378,0,0,0,1,0,0,0,0,0,1
1,0.1304,505.7,0.03792750015990095,11.98292909,159999.9993,13333.33327712049,0.1261,692,3570,30055,0.721,0,0,0,0,0,0,0,0,0,0
1,0.1304,134.86,0.04904000002200022,10.40426284,32999.99999,2749.999998766301,0.128,667,8130,6793,0.314,3,2,0,0,0,0,1,0,0,0
1,0.1304,674.27,0.03976039327405855,12.22342128,203499.9992,16958.333267792994,0.0702,692,3720,61977,0.593,0,0,0,0,0,1,0,0,0,0
1,0.1146,329.57,0.04207455624440853,11.45100751,93996.00027,7833.000022283016,0.0785,727,6600,17465,0.954,1,0,0,1,0,1,0,0,0,0
1,0.1178,496.64,0.08764235330561479,11.12726298,67999.99972,5666.666643103282,0.2243,717,8013,10635,0.469,0,0,0,0,0,1,0,0,0,0
1,0.1126,336.03,0.05760514291656231,11.15625052,69999.99993,5833.333327316275,0.0173,742,3038,7044,0.137,3,0,0,0,0,0,1,0,0,0
1,0.1493,346.32,0.06926400008341034,11.00209984,59999.99993,4999.9999939788095,0.2058,682,6720,56189,0.892,0,0,0,1,0,0,0,0,0,1
1,0.1083,653.17,0.12057781004714756,11.08220409,65004.0003,5417.000024669561,0.082,742,4171,12418,0.662,1,0,0,1,0,1,0,0,0,0
1,0.1241,260.61,0.0453234784231003,11.14186178,68999.99975,5749.999979418466,0.115,682,1920,36081,0.878,1,0,1,0,0,0,1,0,0,0
1,0.1442,206.3,0.03483130247372291,11.17147687,71074.00023,5922.8333524316195,0.1518,662,6709,38616,0.763,1,0,0,0,1,0,0,0,0,0
1,0.0907,318.33,0.06160828321797439,11.03495418,62004.00012,5167.000009945518,0.0432,782,5370,49421,0.027,1,0,0,0,0,1,0,0,0,0
1,0.1051,243.81,0.05626817456093229,10.85892207,51995.99992,4332.999993379568,0.0782,722,4380,5911,0.209,3,0,0,0,0,1,0,0,0,0
1,0.102,161.81,0.0485478546930308,10.59653473,39996.00008,3333.000006346899,0.1308,722,3930,6013,0.51,3,0,0,0,0,1,0,0,0,0
1,0.1367,110.56,0.053068800204332765,10.1266311,24999.9999,2083.333325311798,0.2434,672,1223,10098,0.247,2,0,0,0,0,1,0,0,0,0
1,0.102,58.26,0.016645714240196667,10.6454249,42000.00011,3500.0000095707314,0.1109,707,2520,3628,0.261,2,0,0,0,0,0,0,1,0,0
1,0.1114,492.08,0.07873280019828448,11.22524339,74999.99981,6249.999984259699,0.0781,722,7140,14340,0.713,0,0,0,0,0,1,0,0,0,0
1,0.1367,748.39,0.1392353492248215,11.0744205,64499.99982,5374.999985036734,0.1313,687,3990,25716,0.554,0,0,0,0,0,1,0,0,0,0
1,0.1051,747.67,0.1196272003012749,11.22524339,74999.99981,6249.999984259699,0.2493,772,3840,3553,0.056,1,0,0,0,0,1,0,0,0,0
1,0.1178,529.75,0.15503365554822052,10.6214249,41003.99992,3416.9999934964476,0.1531,712,3000,19604,0.433,3,0,0,0,1,0,0,0,0,0
1,0.1241,400.93,0.05345733329657622,11.40756495,90000.00006,7500.00000515698,0.074,697,1470,10868,0.376,2,0,0,0,0,1,0,0,0,0
1,0.1493,519.47,0.05666945481602587,11.60823564,109999.9995,9166.66662289993,0.248,662,5580,36002,0.713,1,1,0,0,0,1,0,0,0,0
1,0.1051,126.78,0.020284800051086217,11.22524339,74999.99981,6249.999984259699,0.2023,707,4620,4508,0.307,0,0,0,0,1,0,0,0,0,0
1,0.08,125.35,0.025712820595614434,10.97678203,58499.99981,4874.999984302758,0.0507,817,4081,345,0.006,0,0,0,0,0,0,0,0,0,0
1,0.1083,246.57,0.09245219384285207,10.37361617,32003.99987,2666.9999894119715,0.2148,717,5990,7779,0.836,1,0,0,0,0,1,0,0,0,0
1,0.1083,261.27,0.07646926796282855,10.62132735,41000.00018,3416.6666814046457,0.1329,712,5190,30362,0.464,1,0,0,0,1,0,0,0,0,0
1,0.1493,346.32,0.050680975419519485,11.31447453,82000.00031,6833.333358983001,0.0868,682,5340,9,0.0,0,0,0,0,0,0,0,0,0,1
1,0.1148,725.31,0.108796500397762,11.28978191,79999.99971,6666.666642293211,0.0333,762,3926,6628,0.073,1,0,0,0,0,0,0,0,1,0
1,0.102,485.42,0.19288211985395323,10.3155972,30199.9999,2516.6666582032126,0.1287,752,5790,14857,0.313,2,1,0,0,1,0,0,0,0,0
1,0.0938,207.85,0.09976800038414041,10.1266311,24999.9999,2083.333325311798,0.1598,767,3757,583,0.216,3,0,0,0,0,0,0,0,0,0
1,0.1178,331.1,0.08058575390429795,10.80576049,49303.99987,4108.666655811247,0.1767,722,3600,27496,0.334,1,0,0,0,0,0,0,0,0,1
1,0.1272,302.04,0.09293538416109633,10.57131693,39000.00019,3250.000015886704,0.0929,712,6180,3910,0.463,0,0,0,0,0,1,0,0,0,0
1,0.1051,260.06,0.09179668192756488,10.43399815,33996.00001,2833.000001080744,0.1119,757,2520,10,0.001,3,0,0,1,0,0,0,0,1,0
1,0.1051,165.79,0.03250784308850669,11.02190247,61200.00009,5100.000007647874,0.0567,752,1800,40,0.017,0,0,0,0,0,0,0,0,0,1
1,0.1272,268.48,0.0549788393466182,10.97848998,58600.00026,4883.333354990414,0.0051,702,4020,276,0.008,2,0,0,0,0,0,0,0,0,1
